character_slug,control_type,move_name_jp,tokens_classic,tokens_modern,tokens_for_mode,tokens_norm_classic,tokens_norm_modern,tokens_norm_for_mode,match_status,manual_classic,manual_modern_full,manual_modern_short,required_special_keys,consume_special_keys,gain_special_keys,variant_tag,followup_parent_move_name_jp,followup_child_variant,followup_window,applies_poison_on_hit_override,triggers_poison_bloom_on_hit_override,poison_bloom_damage_override,poison_bloom_on_hit_override,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scale,drive_gain,drive_loss_guard,drive_loss_punish,sa_gain,attribute,note,row_kind,mmdk_action_id,mmdk_action_name,mmdk_action_base,frame_link_move_name_jp,mmdk_suggested_tokens,mmdk_source_key,manual_self_pos_start_x,manual_self_pos_end_x,manual_opp_pos_start_x,manual_opp_pos_end_x,manual_vs_distance_start,manual_vs_distance_end,calc_manual_self_move_x_total,calc_manual_target_move_x_sum,manual_note
cviper,modern,ジャンプ中K（エアリアルトーキック） （ジャンプ中に） 中,,,,,,,missing,MK,M|AutoM,,,,,,,,,,,,,7,7-12,着地後3,,,,500,,1000,-2500,-4000,500,中,めくり性能,frame,606,ATK_5MK,,,,,,,,,,,,,
cviper,modern,ジャンプ強P（エアリアルハンマー） （ジャンプ中に） 強,,,,,,,missing,HP,H,,,,,,,,,,,,,11,11-15,着地後3,,,,800,,2000,-4000,-5000,1000,中,空中ヒット時叩きつけダウン,frame,604,ATK_5HP,,,,,,,,,,,,,
cviper,modern,ジャンプ強K（エアリアルクラッシュニー） （ジャンプ中に） 強,,,,,,,missing,HK,AutoH,,,,,,,,,,,,,8,8-14,着地後3,,,C,700,,2000,-4000,-5000,1000,中,めくり性能,frame,608,ATK_5HK,,,,,,,,,,,,,
cviper,modern,垂直ジャンプ強K（エアリアルジャベリン） （垂直ジャンプ中に） 強,,,,,,,missing,HK,AutoH,,,,,,,,,,,,,10,10-16,着地後3,,,,800,,2000,-4000,-5000,1000,中,,frame,608,ATK_5HK,,,,,,,,,,,,,
cviper,modern,ヴァイパーエルボー 中,,,,,,,missing,6MP,6M,,,,,,,,,,,,,22,22-24,20,2,-3,,600,,1500,-2500,-5000,500,中,16-27F 足元無敵,frame,635,ATK_6MP,,,,,,,,,,,,,
cviper,modern,ダブルキック 強,,,,,,,missing,6HK,6H,,,,,,,,,,,,,11,"11-31 11-13, 29-31",16,4,-2,,900,始動補正20%,3000,-5000,-10000,1000,上,,frame,636,ATK_6HK,,,,,,,,,,,,,
cviper,modern,ヴァイパースイープ 強,,,,,,,missing,2HK,3H,,,,,,,,,,,,,10,10-12,25,D,-11,,900,,3000,-4000,-10000,1000,下,パニッシュカウンター時ダウン時間増加、ハードノックダウン,frame,616,ATK_2HK,,,,,,,,,,,,,
cviper,modern,ハイジャンプ（前方）,,29,29,,29|28,29|28,match,29,29,,,,,,,,,,,,,,,46+着地後3,,,,0,,0,0,0,0,,発動時にDゲージを10000消費 7-46F 空中判定 2-5Fまで、必殺技へキャンセル可,frame,1018,BAS_Hi_JUMP_F_START,,,,,,,,,,,,,
cviper,modern,ハイジャンプ（垂直）,,28,28,,29|28,29|28,match,28,28,,,,,,,,,,,,,,,46+着地後3,,,,0,,0,0,0,0,,発動時にDゲージを10000消費 7-46F 空中判定 2-5Fまで、必殺技へキャンセル可,frame,1014,BAS_Hi_JUMP_N_START,,,,,,,,,,,,,
cviper,modern,弱 サンダースラップ 弱,,,,,,,missing,214LP,214L,,,,,,,SPA_SDN_feint,,,,,,17,17-20,23,1,-4,SA3,900,,2000,-4000,-6000,800,上,12F目にフェイントに派生可 20F目にヒット/ガード時専用技に派生可,frame,900,SPA_THN_L,,,,,,,,,,,,,
cviper,modern,中 サンダースラップ 中,,,,,,,missing,214MP,214M,,,,,,,SPA_SDN_feint,,,,,,16,16-19,22,1,-3,SA3,900,,2000,-4000,-6000,800,上,8F目にフェイントに派生可 19F目にヒット/ガード時専用技に派生可,frame,901,SPA_THN_M,,,,,,,,,,,,,
cviper,modern,強 サンダースラップ ( 強),,,,,6SP214H,6SP214H,norm_match,214HP|214PP,6SP214H|6AutoSP214AnyAny,,,,,,,SPA_SDN_feint_H,,,,,,7,7-16,37,D,-24,,720 (900),,4000,-4000,-5000,1000,上,1-9F　空中判定の打撃・空弾属性に対して無敵 9-31F　空中判定 6F目にフェイントに派生可 17F目にヒット時専用技に派生可,frame,903,SPA_THN_H,,,,,,,,,,,,,
cviper,modern,OD サンダースラップ,,6AutoSP214AnyAny,6AutoSP214AnyAny,,6AutoSP214AnyAny,6AutoSP214AnyAny,match,214HP|214PP,6SP214H|6AutoSP214AnyAny,,,,,,,,,,,,,18,"18-41 18-21, 38-41",21,D,-2,SA2,1600,始動補正30% コンボ補正20%,0,-5000,-8000,1200,上,,frame,904,SPA_THN_H(1),,,,,,,,,,,,,
cviper,modern,弱 トレースコンビネーション （弱 サンダースラップ中に）,,,,,6AnyAny,6AnyAny,norm_match,6PP,6AnyAny,,,,,,,,,,,,,15,15-17,28,D,-15,SA3,600,,0,-4000,-4000,500,上,発動時にDゲージを10000消費,frame,912,SPA_THN_L_AD,,,,,,,,,,,,,
cviper,modern,中 トレースコンビネーション （中 サンダースラップ中に）,,,,,6AnyAny,6AnyAny,norm_match,6PP,6AnyAny,,,,,,,,,,,,,21,21-24,25,D,-13,SA3,600,,0,-4000,-4000,500,上,発動時にDゲージを10000消費 空中ヒット時床バウンド,frame,912,SPA_THN_L_AD,,,,,,,,,,,,,
cviper,modern,強 トレースコンビネーション （強 サンダースラップ中に）,,,,,6AnyAny,6AnyAny,norm_match,6PP,6AnyAny,,,,,,,,,,,,,17,17-20,37,D,ー,,500,,0,-4000,-4000,500,上,発動時にDゲージを10000消費,frame,912,SPA_THN_L_AD,,,,,,,,,,,,,
cviper,modern,[サンダースラップ]フェイント （サンダースラップ攻撃前に）,,,,,AnyorDIorDPor投げ,AnyorDIorDPor投げ,norm_match,K,AnyorDIorDPor投げ,,,,,,,,,,,,,,,全体 12,,,,0,,0,0,0,0,,,frame,906,SPA_SDN_feint,,,,,,,,,,,,,
cviper,modern,弱 バーニングキック 弱,,,,,,,missing,236LK|236MK|236HK,236L|4SP236M|236H,,,,,,,,,,,,,23,23-27,20,D,-2,,900,,2500,-4000,-7000,1000,上,5-34F　空中判定 27-29Fまで、チェイスナックル、ダブルバーンに派生可 パニッシュカウンター時吹き飛び時間延長,frame,927,SPA_Burning,,,,,,,,,,,,,
cviper,modern,中 バーニングキック ( 中),,,,,4SP236M,4SP236M,norm_match,236LK|236MK|236HK,236L|4SP236M|236H,,,,,,,,,,,,,25,25-29,20,D,-2,,720 (900),,2500,-4000,-7000,1000,上,5-36F　空中判定 29-31Fまで、チェイスナックル、ダブルバーンに派生可 パニッシュカウンター時吹き飛び時間延長,frame,928,SPA_Burning(1),,,,,,,,,,,,,
cviper,modern,強 バーニングキック 強,,,,,,,missing,236LK|236MK|236HK,236L|4SP236M|236H,,,,,,,,,,,,,27,27-31,20,D,-2,,900,,2500,-4000,-7000,1000,上,5-38F　空中判定 31-33Fまで、チェイスナックル、ダブルバーンに派生可 パニッシュカウンター時吹き飛び時間延長,frame,929,SPA_Burning(2),,,,,,,,,,,,,
cviper,modern,OD バーニングキック ( ),,,,,4AutoSP236AnyAny,4AutoSP236AnyAny,norm_match,236KK,4AutoSP236AnyAny,,,,,,,,,,,,,8,"8-35 8-10, 32-35",21,D,-4,SA2,1200 (1500),始動補正30% コンボ補正20%,0,-5000,-10000,1200,上,11-43F　空中判定,frame,930,SPA_BURNING_OD,,,,,,,,,,,,,
cviper,modern,チェイスナックル （バーニングキック中に） 弱 中,,,,,,,missing,,,,,,,,,,,,,,,12,12-15,34,D,-15,,800,,0,-4000,-4000,500,上,発動時にDゲージを10000消費,frame,,,,,,,,,,,,,,,
cviper,modern,ダブルバーン （バーニングキック中に） 中 強,,,,,,,missing,,,,,,,,,,,,,,,21,21-25,20,D,2,,600,,0,-4000,-6000,500,上,発動時にDゲージを10000消費,frame,,,,,,,,,,,,,,,
cviper,modern,弱 空中バーニングキック （垂直 or 前ジャンプ中に） 弱,,,,,,,missing,236LK|236MK|236HK|236KK,236L|SP236M|236H|AutoSP236AnyAny,,,,,,,,,,,,,22,22-28,着地後13,D,-4～0,,900,,2500,-4000,-7000,1000,上,めくり性能 ガードさせた高度によって硬直差が変化 相手を飛び越えて空振り時、着地硬直8F増加,frame,956,SPA_Burning_Air,,,,,,,,,,,,,
cviper,modern,中 空中バーニングキック （垂直 or 前ジャンプ中に） ( 中),,,,,SP236M,SP236M,norm_match,236LK|236MK|236HK|236KK,236L|SP236M|236H|AutoSP236AnyAny,,,,,,,,,,,,,20,20-26,着地後13,D,-4～0,,720 (900),,2500,-4000,-7000,1000,上,めくり性能 ガードさせた高度によって硬直差が変化 相手を飛び越えて空振り時、着地硬直8F増加,frame,958,SPA_Burning_Air(2),,,,,,,,,,,,,
cviper,modern,強 空中バーニングキック （垂直 or 前ジャンプ中に） 強,,,,,,,missing,236LK|236MK|236HK|236KK,236L|SP236M|236H|AutoSP236AnyAny,,,,,,,,,,,,,18,18-24,着地後13,D,-5～-2,,900,,2500,-4000,-7000,1000,上,めくり性能 ガードさせた高度によって硬直差が変化 相手を飛び越えて空振り時、着地硬直8F増加,frame,960,SPA_Burning_Air(4),,,,,,,,,,,,,
cviper,modern,OD 空中バーニングキック （垂直 or 前ジャンプ中に） ( ),,,,,AutoSP236AnyAny,AutoSP236AnyAny,norm_match,236LK|236MK|236HK|236KK,236L|SP236M|236H|AutoSP236AnyAny,,,,,,,,,,,,,18,18-24,着地後13,D,1～4,,800 (1000),,0,-5000,-7000,1000,上,めくり性能 ガードさせた高度によって硬直差が変化 相手を飛び越えて空振り時、着地硬直8F増加,frame,962,SPA_Burning_Air(6),,,,,,,,,,,,,
cviper,modern,弱 セイスモハンマー ( 弱),,,,,1SP623L,1SP623L,norm_match,623LP,1SP623L,,,,,,,,,,,,,24,24-31,26,D,-10,SA3,560 (700),始動補正20%,2000,-2000,-7000,600,下 ・ 弾,11F目にフェイントに派生可 ハイジャンプキャンセル可能,frame,969,SPA_Seismo_L,,,,,,,,,,,,,
cviper,modern,中 セイスモハンマー ( 中),,,,,2SP623M,2SP623M,norm_match,623MP,2SP623M,,,,,,,,,,,,,24,24-31,33,D,-10,SA3,560 (700),始動補正20%,2000,-2000,-7000,600,下 ・ 弾,11F目にフェイントに派生可 ハイジャンプキャンセル可能,frame,971,SPA_Seismo_M,,,,,,,,,,,,,
cviper,modern,強 セイスモハンマー ( 強),,,,,3SP623H,3SP623H,norm_match,623HP,3SP623H,,,,,,,,,,,,,24,24-31,33,D,-10,SA3,560 (700),始動補正20%,2000,-2000,-7000,600,下 ・ 弾,11F目にフェイントに派生可 ハイジャンプキャンセル可能,frame,972,SPA_Seismo_H,,,,,,,,,,,,,
cviper,modern,OD セイスモハンマー ( ),,,,,2AutoSP623AnyAny,2AutoSP623AnyAny,norm_match,623PP,2AutoSP623AnyAny,,,,,,,BAS_Hi_JUMP_N_START,,,,,,19,19-26,26,D,-8,SA2,720 (900),始動補正20%,0,-2000,-7000,600,下 ・ 弾,ハイジャンプキャンセル可能,frame,973,SPA_Seismo_OD,,,,,,,,,,,,,
cviper,modern,[セイスモハンマー]フェイント （セイスモハンマー攻撃前に）,,,,,AnyorDIorDPor投げ,AnyorDIorDPor投げ,norm_match,K,AnyorDIorDPor投げ,,,,,,,,,,,,,,,全体 16,,,,0,,0,0,0,0,,,frame,974,SPA_Seismo_feint,,,,,,,,,,,,,
cviper,modern,セービングフォース(Lv1),,5SP,5SP,,5SP,5SP,match,214K,5SP,,,,,,,"SPA_Armor_kick, BAS_DASH_F(1)","11-13,11",,,,,23,"23-34 23-26, 31-34",36,D,-16,,800,始動補正50%,4000,-4000,-6000,1000,上,6-13F 全身アーマー判定(1回)、ホールドにより59Fまで延長可 アーマー判定で打撃攻撃を受け止めた際、自動発動 11-13Fまで、 前方ステップに派生可、ホールド時は59Fまで派生可 20F以上ボタンを押して離すとLv2が発動 59F以上ボタンを押し続けるとLv3が発動 パニッシュカウンター時吹き飛び時間延長,frame,905,SPA_SDN_OD,,,,,,,,,,,,,
cviper,modern,セービングフォース(Lv2) ホールド,,,,,,,missing,,,,,,,,,,,,,,,30,"30-41 30-33, 38-41",36,D,-16,,960,始動補正50%,4000,-4000,-6000,1000,上,パニッシュカウンター時に膝崩れダウンに,frame,,,,,,,,,,,,,,,
cviper,modern,セービングフォース(Lv3) ホールド,,,,,,,missing,,,,,,,,,,,,,,,69,"69-80 69-72, 77-80",36,D,-10,,1120,始動補正20%,5000,-5000,-8000,1200,上,ヒット時に膝崩れダウンに,frame,,,,,,,,,,,,,,,
cviper,modern,OD セービングフォース(Lv1),,5AutoSP,5AutoSP,,5AutoSP,5AutoSP,match,214KK,5AutoSP,,,,,,,"SPA_Armor_kick(5), BAS_DASH_F(1)","8-10,11",,,,,20,"20-31 20-23, 28-31",36,D,-16,,1200,始動補正50%,0,-4000,-8000,1000,上,3-10F 全身アーマー判定(1回)、ホールドにより57Fまで延長可 アーマー判定で打撃攻撃を受け止めた際、自動発動 8-10Fまで、 前方ステップに派生可、ホールド時は57Fまで派生可 20F以上ボタンを押して離すとLv2が発動 57F以上ボタンを押し続けるとLv3が発動 パニッシュカウンター時吹き飛び時間延長,frame,993,SPA_Armor_Start(3),,,,,,,,,,,,,
cviper,modern,OD セービングフォース(Lv2) ホールド,,,,,,,missing,,,,,,,,,,,,,,,30,"30-41 30-33, 38-41",36,D,-16,,1360,始動補正50%,0,-4000,-8000,1000,上,パニッシュカウンター時に膝崩れダウンに,frame,,,,,,,,,,,,,,,
cviper,modern,OD セービングフォース(Lv3) ホールド,,,,,,,missing,,,,,,,,,,,,,,,67,"67-78 67-70, 75-78",36,D,-10,,1600,始動補正20%,0,-5000,-10000,1200,上,ヒット時に膝崩れダウンに,frame,,,,,,,,,,,,,,,
cviper,modern,[セービングフォース]前方ステップ （セービングフォース中に）,,,,,66,66,norm_match,66,66,,,,,,,,,,,,,,,全体 21,,,,0,,0,0,0,0,,動作中、被パニッシュカウンター,frame,17,BAS_DASH_F,,,,,,,,,,,,,
cviper,modern,SA1 バウンサーステップ 強 ( 弱),,,,,,,missing,,,,,,,,,,,,,,,8,"8-20 8-11, 15-20",53,D,-34,,1600 (2000),,0,-2500,-5000,0,上,1-11F　打撃・投げに対して無敵 12-20F　空中判定の打撃・空弾属性に対して無敵 12-42F　空中判定 タイマー700付与、発動中Dゲージ消費無しで派生技とハイジャンプが可能 （バーンアウト中はタイマーを全消費して派生技とハイジャンプが発動可能） カウンター/パニッシュカウンターで数値が変動しない 最低保障ダメージ30％,frame,,,,,,,,,,,,,,,
cviper,modern,SA2 ミッションオーバー 強 ( 中),,,,,,,missing,,,,,,,,,,,,,,,7,7-10,45,D,-29,,2400 (3000),,0,-5000,-10000,0,上,1-10F　完全無敵 最低保障ダメージ40％ カウンター/パニッシュカウンターで数値が変動しない,frame,,,,,,,,,,,,,,,
cviper,modern,SA3 アンラックリジェクター 強 ( 強),,,,,,,missing,,,,,,,,,,,,,,,10,10-13,54,D,-38,,3200 (4000),※即時補正10%,0,-7500,-15000,0,上,1-13F 完全無敵 最低保障ダメージ50％ カウンター/パニッシュカウンターで数値が変動しない ※必殺技キャンセル時のみ適用,frame,,,,,,,,,,,,,,,
cviper,modern,CA アンラックリジェクター 強 ( 強),,,,,,,missing,,,,,,,,,,,,,,,10,10-13,54,D,-38,,3600 (4500),※即時補正10%,0,-10000,-20000,0,上,1-13F 完全無敵 最低保障ダメージ50％ カウンター/パニッシュカウンターで数値が変動しない ※必殺技キャンセル時のみ適用,frame,,,,,,,,,,,,,,,
cviper,modern,オーバーインパルス （近距離で） 弱 中,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,23,D,,,1200,即時補正20%,2000,0,-10000,2000,投,パニッシュカウンター時以下の性能変化 ・ダメージ2040 ・SAゲージ4000増加 ・ハードノックダウン,frame,,,,,,,,,,,,,,,
cviper,modern,サンダークレイドル （近距離で） 弱 中,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,23,D,,,1200,即時補正20%,2000,0,-10000,2000,投,パニッシュカウンター時以下の性能変化 ・ダメージ2040 ・SAゲージ4000増加 ・ハードノックダウン,frame,,,,,,,,,,,,,,,
cviper,modern,前方ステップ,,66,66,,66,66,match,66,66,,,,,,,,,,,,,,,全体 21,,,,0,,0,0,0,0,,,frame,17,BAS_DASH_F,,,,,,,,,,,,,
cviper,modern,後方ステップ,,44,44,,44,44,match,44,44,,,,,,,,,,,,,,,全体 23,,,,0,,0,0,0,0,,1-15F 投げ無敵,frame,18,BAS_DASH_B,,,,,,,,,,,,,
cviper,modern,ドライブインパクト（ヴァイパーキャノン）,,DI,DI,,DI,DI,match,HPHK,DI,,,,,,,,,,,,,26,26-27,35,D,-3,,800,始動補正20%,0,-5000,-15000,0,上,1-27F　 アーマー判定（2回） ヒットバックでステージ端に到達すると壁やられが発生 パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化 ・地上ヒット膝崩れ ・空中ヒット吹き飛び時間増加 ・SAゲージ3000増加,frame,854,ATK_CTA,,,,,,,,,,,,,
cviper,modern,[ガード時]ドライブリバーサル（カウンタースパーク） （ガード中 or ドライブパリィ成立中に）,,,,,6DI,6DI,norm_match,6HPHK,6DI,,,,,,,,,,,,,20,20-22,26,D,-6,,500,,0,0,0,0,上,リカバリアブルダメージ 1-22F 完全無敵 ヒット時硬直5F増加,frame,850,ATK_CTA_4,,,,,,,,,,,,,
cviper,modern,[起き上がり時]ドライブリバーサル（カウンタースパーク） （起き上がり時に）,,,,,6DI,6DI,norm_match,6HPHK,6DI,,,,,Wakeup,,,,,,,,18,18-20,26,D,-6,,500,,0,0,0,0,上,リカバリアブルダメージ 1-20F 完全無敵 ヒット時硬直5F増加,frame,850,ATK_CTA_4,,,,,,,,,,,,,
cviper,modern,ドライブパリィ,,DP,DP,,DP,DP,match,MPMK,DP,,,,,,,,,,,,,1,[※2] 1-12,33,,,※1,0,,0,0,0,0,,※1 動作の4F目からドライブラッシュでキャンセル可 ※2 ボタンホールドでパリィの持続を延長可 硬直部分はガードのみ可 動作中常に被パニッシュカウンター判定,frame,480,DPA_STD_START,,,,,,,,,,,,,
cviper,modern,ジャストパリィ（打撃） ガード方向,,,,,,,missing,,,,,,,,,,,,,,,1,,1,,,,0,始動補正50％,,,,,,相手の攻撃に対応した方向入力を行った状態でパリィを入力し、 入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する （上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向) 方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する 硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない） ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター,frame,,,,,,,,,,,,,,,
cviper,modern,ジャストパリィ（飛び道具）,,DP,DP,,DP,DP,match,MPMK,DP,,,,,,,,,,,,,1,,10,,,,0,始動補正50％,,,,,,パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する 暗転演出が入らない ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター,frame,480,DPA_STD_START,,,,,,,,,,,,,
cviper,modern,パリィドライブラッシュ （ドライブパリィ中に）,,,,,66,66,norm_match,66,66|66or5or6DP,,,,,,,,,,,,,,,全体 45,,,※,0,乗算補正15％,0,0,0,0,,暗転10F ※動作9F目から攻撃行動にキャンセル可 24F目からパリィ以外の行動でキャンセル可,frame,760,DRIVE_RUSH,,,,,,,,,,,,,
cviper,modern,キャンセルドライブラッシュ （必殺技キャンセル可能な攻撃ヒット中に） ( ),,,,,66or5or6DP,66or5or6DP,norm_match,66,66|66or5or6DP,,,,,,,,,,,,,,,全体 46,,,※,0,乗算補正15％,0,0,0,0,,暗転9F ※動作10F目から攻撃行動にキャンセル可 25F目からパリィ以外の行動でキャンセル可,frame,761,DRIVE_RUSH(1),,,,,,,,,,,,,
ryu,classic,立ち弱P（ジャブ） 弱,,,,,,,missing,LP,L,,,,,,,ATK_5LP_B,,,,,,4,4-6,7,4,-1,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応,frame,600,ATK_5LP,,,,,,,,,,,,,
ryu,classic,立ち弱K（ローキック） 弱,,,,,,,missing,LK|MP-LK,AutoL|M-M,,,,,,,,,,,,,5,5-7,11,2,-4,C,300,始動補正20%,250,-500,-2000,300,上,,frame,611,ATK_5LK,,,,,,,,,,,,,
ryu,classic,立ち中P（鉤突き） 中,,,,,,,missing,MP,M,,,,,,,ATK_5LK(1),,,,,,6,6-9,11,7,-1,C,600,,1500,-3000,-4000,500,上,空振り時硬直2F増加,frame,605,ATK_5MP,,,,,,,,,,,,,
ryu,classic,立ち中K（横蹴り） 中,,,,,,,missing,MK,,,,,,,,,,,,,,9,9-11,18,4,-4,,700,,2000,-4000,-6000,700,上,,frame,614,ATK_5MK,,,,,,,,,,,,,
ryu,classic,立ち強P（正拳突き） 強,,,,,,,missing,HP,H,,,,,,,ATK_5HK(1),,,,,,10,10-14,18,4,-2,C,800,,2000,-5000,-8000,1000,上,強制立ち効果,frame,608,ATK_5HP,,,,,,,,,,,,,
ryu,classic,立ち強K（後ろ回し蹴り） 強,,,,,,,missing,HK|HP-HK,H-H,,,,,,,,,,,,,12,12-15,20,9,1,,900,,3000,-6000,-10000,1000,上,空中ヒット時吹き飛びダウン パニッシュカウンター時に膝崩れダウンに+36F 空中パニッシュカウンター時吹き飛び時間延長,frame,617,ATK_5HK,,,,,,,,,,,,,
ryu,classic,しゃがみ弱P（ジャブ） 弱,,,,,,,missing,2LP,2L-2L,,,,,,,ATK_2LP_B,,,,,,4,4-5,9,4,-1,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応,frame,622,ATK_2LP,,,,,,,,,,,,,
ryu,classic,しゃがみ弱K（キック） 弱,,,,,,,missing,2LK,2L,,,,,,,ATK_2LK_B,,,,,,5,5-6,10,3,-1,,200,始動補正20%,250,-500,-2000,300,下,連打キャンセル対応,frame,635,ATK_2LK,,,,,,,,,,,,,
ryu,classic,しゃがみ中P（ストレート） 中,,,,,,,missing,2MP,AutoM,,,,,,,,,,,,,6,6-9,13,5,0,C,600,,1500,-3000,-4000,500,上,空振り時硬直2F増加,frame,627,ATK_2MP,,,,,,,,,,,,,
ryu,classic,しゃがみ中K（くるぶしキック） 中,,,,,,,missing,2MK,2M,,,,,,,,,,,,,8,8-10,19,1,-6,C,500,始動補正20%,1000,-2000,-4000,500,下,,frame,640,ATK_2MK_Y2,,,,,,,,,,,,,
ryu,classic,しゃがみ強P（突き上げアッパー） 強,,,,,,,missing,2HP,2H,,,,,,,,,,,,,9,9-14,22,1,-7,C,800,,3000,-7500,-10000,1200,上,キャンセルは持続の1F目がヒットした時のみ 強制立ち効果,frame,630,ATK_2HP_H,,,,,,,,,,,,,
